SiteCode|BSCName|SiteName|Vendor|Assiciated City Name|OMC|SiteType|Priority|Type|Region|Sub-Region|Comm. Region|OSV|Proposed Region|Zone|Swap Status|MBU#|RBU
RUR4037|SKT002H__IndustrialEstate_SKT_2|RUR4037__P_JarpalExchange4|Huawei|Narrowal|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|7||46|Central-I
RUR4038|SKT002H__IndustrialEstate_SKT_2|RUR4038__S_DhamtalVillageNRW|Huawei|Narrowal|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|7||46|Central-I
RUR4039|SKT002H__IndustrialEstate_SKT_2|RUR4039__S_KangrorPindNRW|Huawei|Narrowal|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|7||46|Central-I
RUR4041|SKT002H__IndustrialEstate_SKT_2|RUR4041__S_Sankhatra|Huawei|Narrowal|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|7||46|Central-I
RUR4042|SKT002H__IndustrialEstate_SKT_2|RUR4042__H_AddaEesa|Huawei|Narrowal|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|7||46|Central-I
RUR4055|FSD126E|RUR4055|Ericsson|Jhang|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|22||28|Central-II
RUR4072|RYK172E|RUR4072|Ericsson|Jhang|Ericsson OMC|Platinum|Platinum|Macro|Center II|Center II|Central 2|EPTSC|R2|22||33|Central-II
RUR4080|BHP105E|RUR4080|Ericsson|Chuna wala|Ericsson OMC|Hub|Hub|Macro|Center II|Center III|Central 5|Mobiserve|R2|28||55|Central-I
RUR4081|BHP102E|RUR4081|Ericsson|Mailsi|Ericsson OMC|Hub|Hub|Macro|Center II|Center III|Central 5|Mobiserve|R2|28||54|Central-I
RUR4082|MUL159E|RUR4082|Ericsson|shah jamal|Ericsson OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|25||34|Central-II
RUR4083|MGH154E|RUR4083|Ericsson|marha|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||38|Central-II
RUR4085|MGH154E|RUR4085|Ericsson|rohilawali|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||38|Central-II
RUR4086|MGH154E|RUR4086|Ericsson|rohilawali|Ericsson OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||38|Central-II
RUR4088|RYK316Z_ZTE_BSC_1_LCK|RUR4088__H_Moza Garahi Ikhtiar khan khan pur|ZTE|Gari Ikhtiar Khan|ZTE OMC|Silver|Silver|Macro|Center III|Center III|South 2|Mobiserve|R2|31||68|South
RUR4091|MGH156E|RUR4091|Ericsson|damar wala jatoi|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||38|Central-II
RUR4092|MUL150E|RUR4092|Ericsson|Adda Larr|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|EPTSC|R2|24||42|Central-II
RUR4093|MUL153E|RUR4093|Ericsson|Moza Noor Shah|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||54|Central-I
RUR4096|MGH155E|RUR4096|Ericsson|Lodhana city|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26||41|Central-II
RUR4097|MGH155E|RUR4097|Ericsson|Sinawan|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26||40|Central-II
RUR4098|BHP101E|RUR4098|Ericsson|Mehrab Wala|Ericsson OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||37|Central-II
RUR4100|BHP100E|RUR4100|Ericsson|Larr Janubi|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||37|Central-II
RUR4107|MUL152E|RUR4107|Ericsson|Mamdal|Ericsson OMC|Hub|Hub|Macro|Center III|Center III|Central 3|EPTSC|R2|23||34|Central-II
RUR4108|MUL157E|RUR4108|Ericsson|Kukar Hatta|Ericsson OMC|Hub|Hub|Macro|Center III|Center III|Central 3|EPTSC|R2|23||34|Central-II
RUR4112|MUL195E|RUR4112|Ericsson|Nawabpur|Ericsson OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|26||39|Central-II
RUR4115|MUL152E|RUR4115|Ericsson|Adda pull Haveli|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|EPTSC|R2|23||34|Central-II
RUR4121|BHP107E|RUR4121|Ericsson|Kotla Murad Ali Khan|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||36|Central-II
RUR4140|FSD126E|RUR4140|Ericsson|Jhang|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|22||29|Central-II
RUR4142|FSD125E|RUR4142|Ericsson|Faisalabad|Ericsson OMC|Hub|Hub|Macro|Center II|Center II|Central 2|EPTSC|R2|22||28|Central-II
RUR4151|FSD123E|RUR4151|Ericsson|Faisalabad|Ericsson OMC|Hub|Hub|Macro|Center II|Center II|Central 2|EPTSC|R2|23||25|Central-II
RUR4157|RWD543H__FRF_11|RUR4157__S_NANKharayKalan|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||24|Central-I
RUR4158|FSD122E|RUR4158|Ericsson|Faisalabad|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|21||25|Central-II
RUR4161|RWD543H__FRF_11|RUR4161__S_PATKot_Akbar|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2||24|Central-I
RUR4164|LHR012H___FRF__12|RUR4164__P_Attari|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||17|Central-I
RUR4193|LHR003H__MunnuChowk_LHR_3|RUR4193__S_WagahJalloMorr|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||18|Central-I
RUR4223|GUJ002H__Ferozeabad_GUJ_2|RUR4223__S_MohallahTahirabad|Huawei|Mandi Bhudin|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10||43|Central-I
RUR4227|RWD543H__FRF_11|RUR4227__H_CMGJumberChangaMang|Huawei|Kasur/Pattoki|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|2||24|Central-I
RUR4231|FSD126E|RUR4231|Ericsson|Jhang|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|22||29|Central-II
RUR4233|RWD543H__FRF_11|RUR4233__S_BPRSirayeMughal|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2||24|Central-I
RUR4243|SGD161E|RUR4243|Ericsson|Mianwali|Ericsson OMC|Platinum|Platinum|Macro|Center II|Center II|Central 2|EPTSC|R2|20||30|Central-II
RUR4245|BHP102E|RUR4245|Ericsson|Zareef Shaheed|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||42|Central-II
RUR4247|MGH154E|RUR4247|Ericsson|shah jamal|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||40|Central-II
RUR4248|FSD126E|RUR4248|Ericsson|Jhang|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|22||29|Central-II
RUR4249|FSD124E|RUR4249|Ericsson|Toba Tek Singh|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 5|EPTSC|R2|23||53|Central-I
RUR4261|KSR534H__MunnuChowk_U_5|RUR4261__S_MKDAddaBaraGharBuch|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2||24|Central-I
RUR4267|BHP100E|RUR4267|Ericsson|Ghazi Pur|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||37|Central-II
RUR4281|BHP101E|RUR4281|Ericsson|Adda Tail wala|Ericsson OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||37|Central-II
RUR4294|RWD543H__FRF_11|RUR4294__S_BUCLundianJaranwala|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2||24|Central-I
RUR4296|RWD543H__FRF_11|RUR4296__S_WBTBdahWarbtnNan|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||24|Central-I
RUR4297|BHP101E|RUR4297|Ericsson|Adda 42DB|Ericsson OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||37|Central-II
RUR4298|BHP100E|RUR4298|Ericsson|Bahadarpur Jalalpur|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||37|Central-II
RUR4301|MUL150E|RUR4301|Ericsson|Sikandarabad|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|EPTSC|R2|24||42|Central-II
RUR4302|MGH156E|RUR4302|Ericsson|Bakaini jatoi|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||38|Central-II
RUR4303|BHP103E|RUR4303|Ericsson|Adda Khichiwala|Ericsson OMC|Platinum|Platinum|Macro|Center II|Center III|Central 5|Mobiserve|R2|28||52|Central-I
RUR4314|GUJ002H__Ferozeabad_GUJ_2|RUR4314__S_BHEChak22Malikwal|Huawei|Mandi Bhudin|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10||43|Central-I
RUR4316|SGD160E|RUR4316|Ericsson|Sargodha|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|22||31|Central-II
RUR4317|SGD161E|RUR4317|Ericsson|Mianwali|Ericsson OMC|Hub|Hub|Macro|Center II|Center II|Central 2|EPTSC|R2|20||30|Central-II
RUR4319|RYK316Z_ZTE_BSC_1_LCK|RUR4319|ZTE|Abu Zehbi Palace|ZTE OMC|Silver|Silver|Macro|Center III|Center III|South 2|Mobiserve|R2|31||69|South
RUR4320|GUJ002H__Ferozeabad_GUJ_2|RUR4320__S_HKUNPahrianwali|Huawei|Mandi Bhudin|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|10||43|Central-I
RUR4321|SHK536H__MunnuChowk_U_7|RUR4321__S_KKDJhalsyedankkd|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|7||23|Central-I
RUR4324|RWD543H__FRF_11|RUR4324__S_MFZMandianwala|Huawei|Shahdra|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||24|Central-I
RUR4327|BHP101E|RUR4327|Ericsson|Head Rajkan|Ericsson OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||37|Central-II
RUR4381|LHR012H___FRF__12|RUR4381__P_BahriaTown|Huawei|Rawind|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||16|Central-I
RUR4382|MUL153E|RUR4382|Ericsson|RURAL|Ericsson OMC|Hub|Hub|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||54|Central-I
RUR4383|SGD163E|RUR4383|Ericsson|Bhakkar|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|Mobiserve|R2|26||32|Central-II
RUR4384|SGD163E|RUR4384|Ericsson|Layyah|Ericsson OMC|Hub|Hub|Macro|Center III|Center II|Central 3|Mobiserve|R2|26||41|Central-II
RUR4385|MUL150E|RUR4385|Ericsson|Sikandarabad|Ericsson OMC|Hub|Hub|Macro|Center III|Center III|Central 3|EPTSC|R2|24||42|Central-II
RUR4388|MUL153E|RUR4388|Ericsson|Karampur city|Ericsson OMC|Platinum|Platinum|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||54|Central-I
RUR4390|LHR013H___FRF__13|RUR4390__S_MRDKhanaLabana|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|7||21|Central-I
RUR4392|MUL152E|RUR4392|Ericsson|RURAL|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||56|Central-I
RUR4398|GUJ002H__Ferozeabad_GUJ_2|RUR4398__H_MLLBagowalPindMa|Huawei|Mandi Bhudin|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|10||43|Central-I
RUR4400|PKP054H__ZiaTown_1|RUR4400__S_ARSAddaRungShah|Huawei|Pakpattan|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 5|Mobiserve|R1|1||50|Central-I
RUR4401|PKP054H__ZiaTown_1|RUR4401__H_ARSBabaAbdulKareem|Huawei|Pakpattan|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 5|Mobiserve|R1|1||50|Central-I
RUR4407|SGD163E|RUR4407|Ericsson|Bhakkar|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|Mobiserve|R2|26||32|Central-II
RUR4408|SHW004H__Larriadda_FSD_4|RUR4408__S_BWLChak26Bwl|Huawei|Sargodha|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|9||33|Central-II
RUR4409|SHW004H__Larriadda_FSD_4|RUR4409__H_BWLTalowal|Huawei|Sargodha|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 2|Mobiserve|R1|9||33|Central-II
RUR4413|GUJ002H__Ferozeabad_GUJ_2|RUR4413__H_DNGMojianwala|Huawei|Mandi Bhudin|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|10||43|Central-I
RUR4415|GUJ001H__Ferozeabad_GUJ_1|RUR4415__S_GHKKotlikhano|Huawei|Sialkot|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|9||49|Central-I
RUR4416|BHP108E|RUR4416|Ericsson|Hasilpur|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|Mobiserve|R2|28||55|Central-I
RUR4418|OKR544H__MGWSHW_8|RUR4418__H_HUJMozaSubhanShah|Huawei|Okara|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 5|Mobiserve|R1|2||51|Central-I
RUR4424|SHW052H__MGWSHW_7|RUR4424__S_KAMAddaKaleera|Huawei|Toba Tek Singh|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|1||53|Central-I
RUR4431|MGH155E|RUR4431|Ericsson|Kot Addu|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26||40|Central-II
RUR4435|LHR012H___FRF__12|RUR4435__P_SUNMalVillage|Huawei|Rawind|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||20|Central-I
RUR4441|LHR012H___FRF__12|RUR4441__H_MGATalabSarae_n|Huawei|Kasur/Pattoki|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|3||20|Central-I
RUR4445|ISB002H__VSAT_ISB_2|RUR4445__S_Pail|Huawei|RURAL|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11||5|North
RUR4446|PKP054H__ZiaTown_1|RUR4446__S_Adda_PulBahmni|Huawei|Pakpattan|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|1||50|Central-I
RUR4447|OKR048H__MGWSHW_6|RUR4447__S_DPLMoazaJundSingh|Huawei|Okara|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|1||51|Central-I
RUR4448|SHK536H__MunnuChowk_U_7|RUR4448__S_PNDChiniotrd|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|7||27|Central-II
RUR4449|SHK536H__MunnuChowk_U_7|RUR4449__H_PNDPakhiMasjidpnd|Huawei|Sheikhupura|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 2|Mobiserve|R1|7||27|Central-II
RUR4451|FSD124E|RUR4451|Ericsson|Toba Tek Singh|Ericsson OMC|Hub|Hub|Macro|Center II|Center II|Central 5|EPTSC|R2|23||53|Central-I
RUR4454|RYK172E|RUR4454|Ericsson|Jhang|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|22||28|Central-II
RUR4459|BHP318Z_ZTE_BSC_1_LCK|RUR4459|ZTE|Moza Faizpur|ZTE OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|31||37|Central-II
RUR4460|BHP101E|RUR4460|Ericsson|Khanpur Mirchanwala|Ericsson OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
RUR4464|FSD125E|RUR4464|Ericsson|Jhang|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|22||28|Central-II
RUR4471|GUJ547H__Pindibypass_10|RUR4471__P_KMKTatlayAaliRoad|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|7||47|Central-I
RUR4474|LHR013H___FRF__13|RUR4474__S_MRDRiemRiceMill|Huawei|Gujranwala|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|7||21|Central-I
RUR4475|FSD122E|RUR4475|Ericsson|Faisalabad|Ericsson OMC|Hub|Hub|Macro|Center II|Center II|Central 2|EPTSC|R2|22||27|Central-II
RUR4476|FSD121E|RUR4476|Ericsson|Sheikhupura|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|22||27|Central-II
RUR4479|MUL153E|RUR4479|Ericsson|Karampur city|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||54|Central-I
RUR4481|SHK536H__MunnuChowk_U_7|RUR4481__S_HFZWanikayTarar|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|9||47|Central-I
RUR4482|SHK536H__MunnuChowk_U_7|RUR4482__S_FZQadriColony|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|7||47|Central-I
RUR4484|GUJ003H__Ferozeabad_SGD_3|RUR4484__S_SLMChakMubarak|Huawei|Sargodha|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|9||33|Central-II
RUR4486|RYK316Z_ZTE_BSC_1_LCK|RUR4486|ZTE|Chak 125GB|ZTE OMC|Silver|Silver|Macro|Center III|Center III|South 2|Mobiserve|R2|31||68|South
RUR4489|MUL150E|RUR4489|Ericsson|Muzaffargarh|Ericsson OMC|Hub|Hub|Macro|Center III|Center III|Central 3|EPTSC|R2|24||40|Central-II
RUR4493|GJW003H__Pindibypass_GJN_3|RUR4493__S_DSKJandokeyGorria|Huawei|Sialkot|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|8||49|Central-I
RUR4494|GJW003H__Pindibypass_GJN_3|RUR4494__S_WaraichRiceMillGlot|Huawei|Sialkot|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|8||49|Central-I
RUR4495|MUL152E|RUR4495|Ericsson|Chopar Hatta|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|EPTSC|R2|23||34|Central-II
RUR4496|PKP054H__ZiaTown_1|RUR4496__H_DPLBongaSalah|Huawei|Okara|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 5|Mobiserve|R1|2||51|Central-I
RUR4499|RYK316Z_ZTE_BSC_1_LCK|RUR4499|ZTE|Sunny pull|ZTE OMC|Platinum|Platinum|Macro|Center III|Center III|South 2|Mobiserve|R2|31||69|South
RUR4502|RYK316Z_ZTE_BSC_1_LCK|RUR4502|ZTE|Iqbalabad|ZTE OMC|Platinum|Platinum|Macro|Center III|Center III|South 2|Mobiserve|R2|31||69|South
RUR4503|SKT002H__IndustrialEstate_SKT_2|RUR4503__S_RajaThanaNarrowal|Huawei|Narrowal|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|7||46|Central-I
RUR4509|GUJ001H__Ferozeabad_GUJ_1|RUR4509__S_Wzbwaiyanwalapind|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|9||76|Central-I
RUR4510|MUL319Z|RUR4510__S_TibbiLundan|ZTE|Tibi Lundan|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26||38|Central-II
RUR4514|MUL319Z|RUR4514__S_JMPLundiSyedan|ZTE|Lundi Syedan|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26||38|Central-II
RUR4518|MUL319Z|RUR4518__S_RJNHajiPur|ZTE|Hajipur|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26||38|Central-II
RUR4519|MUL320Z|RUR4519__S_DGKAddaTummiWala|ZTE|Adda Tumi wala|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26||38|Central-II
RUR4521|PKP054H__ZiaTown_1|RUR4521__S_PKPFaridKotRd|Huawei|Pakpattan|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|1||50|Central-I
RUR4524|BHP103E|RUR4524|Ericsson|Fort Abbas|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|Mobiserve|R2|28||52|Central-I
Rur4527|GUJ001H__Ferozeabad_GUJ_1|Rur4527__S_Llmmachiwallllm|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10||45|Central-I
RUR4528|BHP106E|RUR4528|Ericsson|Samma Satta|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
RUR4529|FSD121E|RUR4529|Ericsson|Faisalabad|Ericsson OMC|Platinum|Platinum|Macro|Center II|Center II|Central 2|EPTSC|R2|22||27|Central-II
RUR4531|GUJ002H__Ferozeabad_GUJ_2|RUR4531__S_ChowkSatSira|Huawei|Mandi Bhudin|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10||43|Central-I
RUR4533|GUJ002H__Ferozeabad_GUJ_2|RUR4533__S_MBNFahdFlourMill|Huawei|Mandi Bhudin|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10||43|Central-I
RUR4537|OKR048H__MGWSHW_6|RUR4537__P_SHWAddaNowanMile|Huawei|Sahiwal|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 5|Mobiserve|R1|1||50|Central-I
RUR4539|OKR048H__MGWSHW_6|RUR4539__S_PKPKotHafizAbad|Huawei|Pakpattan|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|1||50|Central-I
RUR4540|OKR048H__MGWSHW_6|RUR4540__S_PKPChowkMalgadah|Huawei|Okara|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|1||50|Central-I
RUR4541|MUL159E|RUR4541|Ericsson|Mian Channu|Ericsson OMC|Hub|Hub|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||56|Central-I
RUR4542|MUL159E|RUR4542|Ericsson|Mian Pakhi|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||54|Central-I
RUR4544|BHP102E|RUR4544|Ericsson|Shanti Nagar|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|25||34|Central-II
RUR4548|SHW004H__Larriadda_FSD_4|RUR4548__S_SGDChak87LHRRd|Huawei|Sargodha|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|9||33|Central-II
RUR4550|SHW004H__Larriadda_FSD_4|RUR4550__S_SGD33PhtakSGDBypas|Huawei|Sargodha|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|9||33|Central-II
RUR4551|FSD126E|RUR4551|Ericsson|Sargodha|Ericsson OMC|Platinum|Platinum|Macro|Center II|Center II|Central 2|EPTSC|R2|22||31|Central-II
RUR4553|SGD160E|RUR4553|Ericsson|Sargodha|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|20||31|Central-II
RUR4554|SGD160E|RUR4554|Ericsson|Sargodha|Ericsson OMC|Hub|Hub|Macro|Center II|Center II|Central 2|EPTSC|R2|20||31|Central-II
RUR4557|OKR048H__MGWSHW_6|RUR4557__S_OKRDepalpurRoad|Huawei|Okara|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|2||51|Central-I
RUR4559|OKR048H__MGWSHW_6|RUR4559__S_OKRAkhwandMktSherga|Huawei|Okara|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|2||51|Central-I
RUR4562|BHP102E|RUR4562|Ericsson|Mitroo Mailsi|Ericsson OMC|Platinum|Platinum|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||54|Central-I
RUR4563|BHP102E|RUR4563|Ericsson|Mailsi|Ericsson OMC|Hub|Hub|Macro|Center II|Center III|Central 5|Mobiserve|R2|28||54|Central-I
RUR4564|MUL153E|RUR4564|Ericsson|Karampur city|Ericsson OMC|Platinum|Platinum|Macro|Center II|Center III|Central 5|Mobiserve|R2|27||54|Central-I
RUR4565|MUL153E|RUR4565|Ericsson|Sargana|Ericsson OMC|Hub|Hub|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||54|Central-I
RUR4566|MUL153E|RUR4566|Ericsson|Ratta Tiba|Ericsson OMC|Platinum|Platinum|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||54|Central-I
RUR4567|MUL153E|RUR4567|Ericsson|Adda Kachi Paki|Ericsson OMC|Platinum|Platinum|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||56|Central-I
RUR4568|BHP104E|RUR4568|Ericsson|Adda Khair wala|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||56|Central-I
RUR4575|BHP100E|RUR4575|Ericsson|Pir Ghayab Shujabad|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||42|Central-II
RUR4576|BHP100E|RUR4576|Ericsson|Jalalpur|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||37|Central-II
RUR4577|BHP100E|RUR4577|Ericsson|Khan bela|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||37|Central-II
RUR4578|BHP318Z_ZTE_BSC_1_LCK|RUR4578|ZTE|Moza Hyderpur UCH|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||37|Central-II
RUR4579|BHP100E|RUR4579|Ericsson|Sodal Wali Pull|Ericsson OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||36|Central-II
