SiteCode|BSCName|SiteName|NoofCells|Vendor|Assiciated City Name|OMC|SiteType|Priority|Type|Region|Sub-Region|Comm. Region|OSV|Proposed Region|Zone|MBU#|RBU
KPR7686|RYK317Z__MGW_2|KPR7686__S_MohallahShamsabad|3|ZTE||ZTE OMC|Silver|Silver|Macro|Center III|Center III|South 2|Mobiserve|R2|31|69|South
KPR7736|RYK317Z__MGW_2|KPR7736__S_ModelTown|3|ZTE||ZTE OMC|Silver|Silver|Macro|Center III|Center III|South 2|Mobiserve|R2|31|69|South
RYK4120|RYK316Z__MGW_1|RYK4120|3|ZTE||ZTE OMC|Silver|Silver|Macro|Center III|Center III|South 2|Mobiserve|R2|31|69|South
RYK7479|RYK316Z__MGW_1|RYK7479|3|ZTE||ZTE OMC|Silver|Silver|Macro|Center III|Center III|South 2|Mobiserve|R2|31|69|South
RYK8419|RYK316Z__MGW_1|RYK8419|3|ZTE||ZTE OMC|Silver|Silver|Macro|Center III|Center III|South 2|Mobiserve|R2|31|69|South
KPR3650|RYK317Z__MGW_2|KPR3650__S_Near Pakistan Chowk|3|ZTE|KhanPur|ZTE OMC|Platinum|Platinum|Macro|Center III|Center III|South 2|Mobiserve|R2|31|69|South
JDW8770|RYK316Z__MGW_1|JDW8770|3|ZTE|Jamal Din Wali|ZTE OMC|Silver|Silver|Macro|Center III|Center III|South 2|Mobiserve|R2|31|68|South
MKN1178|RWD543H__FRF_11|MKN1178__S_Offload3489C|3|Huawei|Nankana Sahib|homc3|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|3|24|Central-I
KRH1146|RWD543H__FRF_11|KRH1146__S_Offload_KRH3258C|3|Huawei|Kasur|homc3|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|3|20|Central-I
KHI6990|KHI303H__Barq_3|KHI6990___NORTHKARACHISECTOR-8|3|Huawei|Karachi |Huawei OMC|Platinum|Platinum|Macro|South|South I|South 1|Myson|R2|36|57|South
KHI5592|KHI303H__Barq_3|KHI5592__S_Saleem_11J_North_Khi|3|Huawei|Karachi|Huawei OMC|Silver|Silver|macro|South|South I|South 1|Myson|R2|36|57|South
KHI9734|KHI143E|KHI9734|1|Ericsson|karachi|OMC|Silver|Silver|Macro|South|South I|South 1||R2|37|61|South
KHI5558|KHI305H__Barq_5|KHI5558_Near_Gul_Ahmed_Factory|3|Huawei|karachi|homc5|Silver|Silver|Macro|South|South I|South 1||R2|35|#N/A|South
HYD0530|HYD312H__HYDMGW_2|HYD0530__S_Usama|6|Huawei||homc5|Silver|Silver|Macro|South|South II|South 4||R2|34|#N/A|South
KHI5346|KHI303H__Barq_3|KHI5346__S_B_249_A_SITE_Khi|3|Huawei|karachi|homc5|Silver|Silver|Macro|South|South I|South 1||R2|38|58|South
KHI0738|KHI303H__Barq_3|UKHI0738__S__S_Star_TextileLabo|3|Huawei|karachi|homc5|Silver|Silver|Macro|South|South I|South 1||R2|38|58|South
AJW1368|ISB006H__I10_ISB_6|AJW1368__S_Ajowala|3|Huawei|AJOWALA|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11|4|North
AJW2459|ISB006H__I10_ISB_6|AJW2459__S_Bhal_Syedan_Charat|3|Huawei|AJOWALA|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11|4|North
AJW7146|ISB006H__I10_ISB_6|AJW7146__S_Jafar|3|Huawei|AJOWALA|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11|4|North
ALC3049|GUJ547H__Pindibypass_10|ALC3049__S_JamiaMuhammadia|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|9|47|Central-I
ALC3447|GUJ547H__Pindibypass_10|ALC3447__H_IkalGarhAlipurChat-3|3|Huawei|Gujranwala|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|9|47|Central-I
ALC8810|GUJ547H__Pindibypass_10|ALC8810__P_ChoriGali|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|9|47|Central-I
ALC9648|GUJ547H__Pindibypass_10|ALC9648__S_MuhallaHaiderabad|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|9|47|Central-I
AMG3497|GUJ001H__Ferozeabad_GUJ_1|AMG3497__S_Ahmad_Nagar|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|9|47|Central-I
AMG8795|GUJ001H__Ferozeabad_GUJ_1|AMG8795__S_Ludhaywala|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|9|47|Central-I
BGL2204|JHE653H__MGWJHE_1|BGL2204__S_MairShareef|3|Huawei|BHAGWAL|Huawei OMC|Silver|Silver|Macro|North|North I|Central 4|EPTSC|R1|10|45|Central-I
BHS8456|SHW052H__MGWSHW_7|BHS8456__H_BahadarShah|3|Huawei|Sahiwal|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 5|Mobiserve|R1|1|50|Central-I
BKT4721|RYK317Z__MGW_2|BKT4721__S_UCHMozaKotKhalifa |3|ZTE|BAKHTIYARI|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|28|37|Central-II
BMG9600|PKP054H__ZiaTown_1|BMG9600__S_KotGhulamMuhd|3|Huawei|Okara|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|2|51|Central-I
BMG9601|PKP054H__ZiaTown_1|BMG9601__S_JhugianMahrook|3|Huawei|Okara|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|2|51|Central-I
BOH6744|HYD343Z_HYDMGW_1|U2BOH6744__S_PakiChdgaiBuchriChk|3|ZTE|BOCHARI|ZTE OMC|Hub|Hub|Macro|South|South II|South 4|Myson|R2|33|73|South
BOH6745|HYD343Z_HYDMGW_1|U2BOH6745__S_VillageYarMohdZardari|3|ZTE|BOCHARI|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
BOH6746|HYD343Z_HYDMGW_1|BOH6746__S_JatoiRustamani|3|ZTE|BOCHARI|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
BPW8990|GJW003H__Pindibypass_GJN_3|BPW8990__S_SohwalaSKT|3|Huawei|Sialkot|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|8|49|Central-I
CHF8879|OKR544H__MGWSHW_8|CHF8879__S_DaharVillage|3|Huawei|Okara|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
CHF9606|OKR544H__MGWSHW_8|CHF9606__S_ChakMatyala|3|Huawei|Okara|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
DBB0191|ISB006H__I10_ISB_6|DBB0191__S_DhokBudhalBanda|3|Huawei|DHOKBUDHALBANDA|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11|5|North
DBB1964|JHE653H__MGWJHE_1|DBB1964__S_JatlaHathyal|3|Huawei|DHOKBUDHALBANDA|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11|5|North
DGK3393|MUL320Z__MGW_2|DGK3393__S_MdlTwnDGKhan|3|ZTE|DGKHAN|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
DGK3394|MUL320Z__MGW_2|DGK3394__H_Khayabane_Sarwar|3|ZTE|DGKHAN|ZTE OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
DGK3395|MUL320Z__MGW_2|DGK3395__H_Chowk_Chorhatta_DG|3|ZTE|DGKHAN|ZTE OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
DGK3869|MUL320Z__MGW_2|U2DGK3869__S_BLK_32_DGK|3|ZTE|DGKHAN|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
DGK3897|MUL320Z__MGW_2|DGK3897__S_BLK_27_DGK|3|ZTE|DGKHAN|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
DGK7440|MUL320Z__MGW_2|DGK7440__S_H_BhuttaColony|3|ZTE|DGKHAN|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
DGK7441|MUL320Z__MGW_2|DGK7441__S_Balakh Sarwar City|3|ZTE|DGKHAN|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
DGK7699|MUL320Z__MGW_2|DGK7699__S_Block_K|3|ZTE|DGKHAN|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
DIL2201|JHE653H__MGWJHE_1|DIL2201__S_Basoha|3|Huawei|DILAWARPURLANGRIAL|Huawei OMC|Silver|Silver|Macro|North|North I|Central 4||R1|10|45|Central-I
DIL2202|JHE653H__MGWJHE_1|DIL2202__S_Rolia|3|Huawei|DILAWARPURLANGRIAL|Huawei OMC|Silver|Silver|Macro|North|North I|Central 4||R1|10|45|Central-I
DIL2203|JHE653H__MGWJHE_1|DIL2203__S_KALAS|3|Huawei|DILAWARPURLANGRIAL|Huawei OMC|Silver|Silver|Macro|North|North I|Central 4||R1|10|45|Central-I
DMR7553|MUL320Z__MGW_2|DMR7553__H_H_Dorhata_DarriMero|3|ZTE|DARRIMERO|ZTE OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
DNA0318|JHE653H__MGWJHE_1|DNA0318__P_RabbaniMarketAB|3|Huawei|DINA|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 3|EPTSC|R1|12|13|North
DNA1573|JHE653H__MGWJHE_1|DNA1573__P_DinaGTRd|3|Huawei|DINA|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 3|EPTSC|R1|12|13|North
DNA1704|JHE653H__MGWJHE_1|DNA1704__S_MohalahSadqabad|3|Huawei|DINA|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|12|13|North
DNA1705|JHE653H__MGWJHE_1|DNA1705__S_GTRdMktDina|3|Huawei|DINA|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|12|13|North
DNA2620|JHE653H__MGWJHE_1|DNA2620__S_QuaideAzam_Town|3|Huawei|DINA|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|12|13|North
DST0814|QTA315Z__MGW_1|U2DST0814__S_DASHT|3|ZTE|Quetta|ZTE OMC|Silver|Silver|Macro|South|South II|South 3|CCS|R2|30|70|South
DST3002|QTA315Z__MGW_1|DST3002__S_TerameelDasht|3|ZTE|Dasht|ZTE OMC|Silver|Silver|Macro|South|South II|South 3|CCS|R2|30|70|South
GSW3532|KSR534H__MunnuChowk_U_5|GSW3532__P_ChabbarHathaar|3|Huawei|Kasur/Pattoki|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
HAL0056|ISB001H__I10_ISB_1|HAL0056__S_Hassanabdal_A&C|3|Huawei|HASSANABDAL|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15|14|North
HAL1712|ISB001H__I10_ISB_1|HAL1712__S_Mehmoodabad|3|Huawei|HASSANABDAL|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15|14|North
HAR2212|ISB002H__VSAT_ISB_2|HAR2212__S_Jhanga|3|Huawei|HARWAL|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11|5|North
HAR2213|ISB002H__VSAT_ISB_2|HAR2213__S_BhalaSharif|3|Huawei|HARWAL|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11|5|North
HAR2214|ISB002H__VSAT_ISB_2|HAR2214__H_Didhwall|3|Huawei|HARWAL|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11|5|North
HGW6121|HYD312H__HYDMGW_2|HGW6121__S_Cadet_College_Petaro|3|Huawei|Jamshoro|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34|74|South
HNG1134|PSH003H__KohatRdPSH1_3|HNG1134__S_ShahuRoad|3|Huawei|HANGU|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17|9|North
HNG1333|PSH003H__KohatRdPSH1_3|HNG1333__S_RlwyStnHangu|3|Huawei|HANGU|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17|9|North
HWY0394|SHK536H__MunnuChowk_U_7|HWY0394__H_PindiBhattian|3|Huawei|Sheikhupura|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 2|Mobiserve|R1|7|27|Central-II
HWY0503|SHW004H__Larriadda_FSD_4|HWY0503__H_KotMomin|3|Huawei|HIGHWAY|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|9|33|Central-II
HWY1032|ISB006H__I10_ISB_6|HWY1032__S_PanjyalMotorway|3|Huawei|HIGHWAY|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11|1|North
HWY3335|GUJ001H__Ferozeabad_GUJ_1|HWY3335__H_GujratBypassShadiwa|3|Huawei|Gujrat|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|10|49|Central-I
HWY4931|SHW004H__Larriadda_FSD_4|HWY4931__H_KTMMuhallaBhikiana|3|Huawei|Sargodha|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 2|Mobiserve|R1|9|33|Central-II
HYD5352|HYD312H__HYDMGW_2|HYD5352__S_MirNabiTown|3|Huawei|HYDERABAD|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34|74|South
HYD5660|HYD312H__HYDMGW_2|HYD5660__S_Tando_ghulam|3|Huawei|HYDERABAD|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34|74|South
HYD5663|HYD312H__HYDMGW_2|HYD5663__S_Rashid_menhass|3|Huawei|HYDERABAD|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34|74|South
HYD5935|HYD312H__HYDMGW_2|HYD5935__S_S_Platabad_1|3|Huawei|HYDERABAD|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34|74|South
HYD6494|HYD312H__HYDMGW_2|HYD6494__P_Ghumanabad|3|Huawei|HYDERABAD|Huawei OMC|Platinum|Platinum|Macro|South|South II|South 4|Myson|R2|34|74|South
HYD6678|HYD312H__HYDMGW_2|HYD6678__H_GulistaneSikander|3|Huawei|HYDERABAD|Huawei OMC|Hub|Hub|Macro|South|South II|South 4|Myson|R2|34|74|South
HYD6831|HYD312H__HYDMGW_2|UHYD6831__S_Liaquatcolony|3|Huawei|HYDERABAD|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34|74|South
JHE1708|JHE653H__MGWJHE_1|JHE1708__S_Jhadah|3|Huawei|Jhelum|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|12|13|North
JMP4244|MUL319Z__MGW_1|JMP4244__S_Bhatti_Chowk_Jampur|3|ZTE|JAMPUR|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
JMP4307|MUL319Z__MGW_1|JMP4307__S_Muncipal_Park|3|ZTE|JAMPUR|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
JPJ3112|GUJ001H__Ferozeabad_GUJ_1|JPJ3112__P_Farroqeazamjalalpu|3|Huawei|Gujrat|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|10|45|Central-I
JPJ3113|GUJ001H__Ferozeabad_GUJ_1|JPJ3113__H_Kashmirmahaljalalpu|3|Huawei|Gujrat|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|10|45|Central-I
JPJ4875|GUJ001H__Ferozeabad_GUJ_1|JPJ4875__P_KashmirNagar|3|Huawei|Gujrat|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Mobiserve|R1|10|45|Central-I
KCT7392|MUL320Z__MGW_2|KCT7392__S_Kot chutta1|3|ZTE|KOTCHUTTA|ZTE OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
KCT7595|MUL320Z__MGW_2|KCT7595__H_S_AddaHiderabad|3|ZTE|KOTCHUTTA|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
KDN3519|KSR534H__MunnuChowk_U_5|KDN3519__H_ShakeelTown|3|Huawei|Kasur/Pattoki|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
KDN8868|KSR534H__MunnuChowk_U_5|KDN8868__P_AbubakarTown|3|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
KHB2461|PSH003H__KohatRdPSH1_3|KHB2461__S_JalaldinShahkas|3|Huawei|KHYBER AGENCY|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17|7|North
KHI0182|KHI305H__Barq_5|KHI0182__P_Mateen_Safari_More|3|Huawei|KARACHI|Huawei OMC|Platinum|Platinum|Macro|South|South I|South 1|Myson|R2|36|61|South
KHI1046|KHI303H__Barq_3|KHI1046__S_KhyberMohallah_Zong|3|Huawei|Karachi|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Myson|R2|36|63|South
KHI1058|KHI303H__Barq_3|KHI1058__S_Orangi6_Warid|3|Huawei|KARACHI|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Myson|R2|38|58|South
KHI5230|KHI303H__Barq_3|UKHI5230__S_Orangi_9|3|Huawei|KARACHI|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Myson|R2|36|63|South
KHI5629|KHI307H__Barq_7|KHI5629__S_Mujahidabad_Orangi|3|Huawei|KARACHI|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Myson|R2|38|58|South
KHI5964|KHI303H__Barq_3|KHI5964__S_Afshan_Palace_Orangi|3|Huawei|KARACHI|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Myson|R2|38|58|South
KHI8560|KHI307H__Barq_7|KHI8560__S_Replacement_KHI0658_Javedan Cement|3|Huawei|Karachi|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Myson|R2|36|63|South
KKG7536|PKP054H__ZiaTown_1|KKG7536__S_KotKanogo|3|Huawei|Pakpattan|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|1|50|Central-I
KLS1453|JHE653H__MGWJHE_1|KLS1453__P_KalarSayedan|3|Huawei|KALARSAYEDAN|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 1|EPTSC|R1|12|5|North
KLS1872|JHE653H__MGWJHE_1|KLS1872__P_KalarSyedan|3|Huawei|KALARSAYEDAN|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 1|EPTSC|R1|12|5|North
KLS1946|JHE653H__MGWJHE_1|KLS1946__S_MughalabadKlrSyd|3|Huawei|KALARSAYEDAN|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|12|5|North
KOT5553|HYD312H__HYDMGW_2|KOT5553__S_CitySchool|3|Huawei|KOTRI|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34|74|South
KOT5716|HYD312H__HYDMGW_2|KOT5716__S_S_Kotri_Site_Area|3|Huawei|KOTRI|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34|74|South
KOT5717|HYD312H__HYDMGW_2|KOT5717__S_Kotri_liaquat_rd|3|Huawei|KOTRI|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34|74|South
KQD4250|SHK536H__MunnuChowk_U_7|KQD4250__P_Khankadogran|3|Huawei|Sheikhupura|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|7|23|Central-I
KSR3068|KSR534H__MunnuChowk_U_5|KSR3068__P_SahariroadKasur|3|Huawei|Kasur/Pattoki|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
KSR9804|KSR534H__MunnuChowk_U_5|KSR9804__S_KhurshidEyeHosp_WP|3|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2|22|Central-I
LHR0390|LHR007H__FRF_LHR_7|LHR0390__S_KashmirBlk|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|5|15|Central-I
LHR0393|LHR004H__FRF_LHR_4|LHR0393__S_RazzakHospital|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|6|19|Central-I
LHR0556|LHR007H__FRF_LHR_7|LHR0556__P_BadarBlkMultan|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|5|15|Central-I
LHR2836|LHR004H__FRF_LHR_4|LHR2836__S_KKsaeed|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|6|19|Central-I
LHR4172|LHR004H__FRF_LHR_4|LHR4172__S_TakiaWalaChowkLHR|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|6|19|Central-I
LHR4349|LHR007H__FRF_LHR_7|LHR4349__S_JamilTown|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|5|15|Central-I
LHR7752|LHR004H__FRF_LHR_4|LHR7752__S_MalikPark|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|6|19|Central-I
LHR8979|LHR007H__FRF_LHR_7|LHR8979__P_HassanTown|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Mobiserve|R1|4|16|Central-I
LHR9943|LHR004H__FRF_LHR_4|LHR9943__S_IqbalNagar|3|Huawei|Lahore|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|6|19|Central-I
LHW9619|OKR048H__MGWSHW_6|LHW9619__S_LohariWala|3|Huawei|Okara|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|2|51|Central-I
LHW9621|OKR048H__MGWSHW_6|LHW9621__S_ChakPeerGodha|3|Huawei|Okara|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|2|51|Central-I
MDM0935|SHW052H__MGWSHW_7|MDM0935__H_NoorKayKathia|3|Huawei|Sahiwal|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 5|Mobiserve|R1|1|50|Central-I
MEL0976|HYD343Z_HYDMGW_1|U2MEL0976__S_Peroze_Shah_Parsi|3|ZTE|MEEL68|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
MEL0977|HYD343Z_HYDMGW_1|U2MEL0977__S_GamanKhanRindh|3|ZTE|MEEL68|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
MNA0068|MUL320Z__MGW_2|MNA0068__S_KhanpurJampurRD|3|ZTE|MANAAHMEDANI|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
MNA4515|MUL320Z__MGW_2|MNA4515__H_JMPBastiFauja|3|ZTE|MANAAHMEDANI|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
MNA8705|MUL320Z__MGW_2|MNA8705__S_BakrianColony|3|ZTE|MANAAHMEDANI|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
MPK5040|HYD311H__HYDMGW_1|UMPK5040__S_Sir_Syed_Mirpur_Kha|3|Huawei|MIRPUR KHAS|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34|72|South
MPK5109|HYD311H__HYDMGW_1|UMPK5109__H_Mir_pur_Khas_RlySta|3|Huawei|MIRPUR KHAS|Huawei OMC|Hub|Hub|Macro|South|South II|South 4|Myson|R2|34|72|South
MPK5698|HYD311H__HYDMGW_1|UMPK5698__S_SatelliteTown_2|3|Huawei|MIRPUR KHAS|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34|72|South
MPK5705|HYD311H__HYDMGW_1|UMPK5705__S_ChandniChowk|3|Huawei|MIRPUR KHAS|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34|72|South
MPK5906|HYD311H__HYDMGW_1|UMPK5906__S_Gulshan-e-Haider_MP|3|Huawei|MIRPUR KHAS|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34|72|South
MPK6122|HYD311H__HYDMGW_1|UMPK6122__S_PirBukshColony|3|Huawei|MIRPUR KHAS|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34|72|South
MPK6545|HYD311H__HYDMGW_1|UMPK6545__S_Satellite_Town|3|Huawei|MIRPUR KHAS|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34|72|South
MPK6786|HYD311H__HYDMGW_1|UMPK6786__S_NaiParaHeerabad|3|Huawei|MIRPUR KHAS|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34|72|South
MPK6792|HYD311H__HYDMGW_1|UMPK6792__S_Madarsa-e-NoorIslam|3|Huawei|MIRPUR KHAS|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34|72|South
MPK6793|HYD311H__HYDMGW_1|UMPK6793__S_NewMandiMPK|3|Huawei|MIRPUR KHAS|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34|72|South
MTK4584|MUL319Z__MGW_1|MTK4584__S_MadinaMasjidKotmithan|3|ZTE|MITHANKOT|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26|38|Central-II
MTS1796|ISB649H__I-10_Building_ISB_3|MTS1796__S_Bilawra|3|Huawei|MalotSatian|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|12|3|North
MTS1797|ISB649H__I-10_Building_ISB_3|MTS1797__S_Patwaira|3|Huawei|MalotSatian|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|12|3|North
MTS1799|ISB649H__I-10_Building_ISB_3|MTS1799__S_Danna|3|Huawei|MalotSatian|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|15|3|North
NWB5044|HYD343Z_HYDMGW_1|NWB5044__S_Market_Rd_Nawabshah|3|ZTE|NAWABSHAH|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33|73|South
NWB5083|HYD343Z_HYDMGW_1|NWB5083__H_Nawabshah_RlyStation|3|ZTE|NAWABSHAH|ZTE OMC|Hub|Hub|Macro|South|South II|South 4|Myson|R2|33|73|South
