SiteCode|BSCName|SiteName|NoofCells|Vendor|Assiciated City Name|OMC|SiteType|Priority|Type|Region|Sub-Region|Comm. Region|OSV|Proposed Region|Zone|MBU#|RBU
GJR0054|ULHR203H__RNC_FRF_2|UGJR0054__H_GujratC1C2_A|3|Huawei|Gujrat|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|10|49|Central-I
GJR0397|ULHR203H__RNC_FRF_2|UGJR0397__P_Marghazar|3|Huawei|Gujrat|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|10|45|Central-I
GJR0398|ULHR203H__RNC_FRF_2|UGJR0398__S_MumtazCenterJinnah|3|Huawei|Gujrat|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|10|45|Central-I
GJR0796|ULHR203H__RNC_FRF_2|UGJR0796__S_ZahoorPalace|3|Huawei|Gujrat|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|10|45|Central-I
GJR3401|ULHR203H__RNC_FRF_2|UGJR3401__S_JalalpurRdGujrat|3|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|10|45|Central-I
GJR3403|ULHR203H__RNC_FRF_2|UGJR3403__S_RailwayStnGJR|3|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|10|49|Central-I
GJR3427|ULHR203H__RNC_FRF_2|UGJR3427__SFurnitureMarket|3|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|10|49|Central-I
GJR3428|ULHR203H__RNC_FRF_2|UGJR3428__S_GarhiAhmedabad|3|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|10|49|Central-I
GJR3429|ULHR203H__RNC_FRF_2|UGJR3429__P_SabziMandiGujrat_AB|3|Huawei|Gujrat|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|10|45|Central-I
GJR3431|ULHR203H__RNC_FRF_2|UGJR3431__S_MohallahEidGah|3|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|10|49|Central-I
GJR3432|ULHR203H__RNC_FRF_2|UGJR3432__S_JailRdGujrat|3|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|10|49|Central-I
GJR3436|ULHR203H__RNC_FRF_2|UGJR3436__S_GulshanColonyGujrat|3|Huawei|Gujrat|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|10|49|Central-I
GJR3734|ULHR203H__RNC_FRF_2|UGJR3734__S_RangpuraGujrat|3|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|10|45|Central-I
GJR4902|ULHR203H__RNC_FRF_2|UGJR4902__SMarghazar|3|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|10|45|Central-I
GJR4903|ULHR203H__RNC_FRF_2|UGJR4903__H_FaizabadRialwa|3|Huawei|Gujrat|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Huawei|R1|10|49|Central-I
GJR4905|ULHR203H__RNC_FRF_2|UGJR4905__S_CheemaCly_GJR|3|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|10|45|Central-I
GJR4909|ULHR203H__RNC_FRF_2|UGJR4909__S_ChahtotayWalaGJR|3|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|10|49|Central-I
GJR9852|ULHR203H__RNC_FRF_2|UGJR9852__S_Mohala_khalidaba|3|Huawei|Gujrat|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|10|49|Central-I
GJR9887|ULHR203H__RNC_FRF_2|UGJR9887__S_MohallaNoorPur|3|Huawei|Gujrat|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|10|49|Central-I
GUJ0006|ULHR203H__RNC_FRF_2|UGUJ0006__Ghalla|6|Huawei|Gujranwala|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ0081|ULHR203H__RNC_FRF_2|UGUJ0081__H_MetalWorks|6|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ0279|ULHR203H__RNC_FRF_2|UGUJ0279__SatelliteTownGujw|6|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ0309|ULHR203H__RNC_FRF_2|UGUJ0309__S_GhantaGharGUJ|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ0348|ULHR203H__RNC_FRF_2|UGUJ0348__S_DCColony|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|9|76|Central-I
GUJ0387|ULHR203H__RNC_FRF_2|UGUJ0387__ModelTown|6|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ0410|ULHR203H__RNC_FRF_2|UGUJ0410__H_SheranwalaBagh|6|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ0723|ULHR203H__RNC_FRF_2|UGUJ0723__H_ShahinAbad|3|Huawei|Gujranwala|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ0724|ULHR203H__RNC_FRF_2|UGUJ0724__S_Garjakh|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ0726|ULHR203H__RNC_FRF_2|UGUJ0726__S_Fatomand|6|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ0727|ULHR203H__RNC_FRF_2|UGUJ0727__H_MuhammadiTown|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ0728|ULHR203H__RNC_FRF_2|UGUJ0728__H_Jagna|6|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ0731|ULHR203H__RNC_FRF_2|UGUJ0731__H_OldDhulayChowk|6|Huawei|Gujranwala|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ0785|ULHR203H__RNC_FRF_2|UGUJ0785__H_BhuttaMktGujw|3|Huawei|Gujranwala|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ0798|ULHR203H__RNC_FRF_2|UGUJ0798__S_PeoplesColony|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ1644|ULHR203H__RNC_FRF_2|UGUJ1644__S_SarfarazColony_WP|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ3019|ULHR203H__RNC_FRF_2|UGUJ3019__S_TabarakColony|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ3031|ULHR203H__RNC_FRF_2|UGUJ3031__S_MohwestTower|3|Huawei|Gujranwala|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ3064|ULHR203H__RNC_FRF_2|UGUJ3064__S_MadinaColony|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ3065|ULHR203H__RNC_FRF_2|UGUJ3065__S_MuhammadiTown|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ3066|ULHR203H__RNC_FRF_2|UGUJ3066__S_inkRdMalikPark|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ3088|ULHR203H__RNC_FRF_2|UGUJ3088__S_Sadarthanagjw|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ3089|ULHR203H__RNC_FRF_2|UGUJ3089__SatelliteTown|6|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
Guj3090|ULHR203H__RNC_FRF_2|UGUJ3090__MohallahNoor|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ3302|ULHR203H__RNC_FRF_2|UGUJ3302__H_PindiBypass|3|Huawei|Gujranwala|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ3304|ULHR203H__RNC_FRF_2|UGUJ3304__P_IhasanHospNowshera|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ3305|ULHR203H__RNC_FRF_2|UGUJ3305__S_Ferozwala|3|Huawei|Gujranwala|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ3306|ULHR203H__RNC_FRF_2|UGUJ3306__S_RailwayStation|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ3338|ULHR203H__RNC_FRF_2|UGUJ3338__ChaudhryPlaza|6|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ3339|ULHR203H__RNC_FRF_2|UGUJ3339__S_AmnaHospitalGuj|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ3340|ULHR203H__RNC_FRF_2|UGUJ3340__LohewalaBazar|6|Huawei|Gujranwala|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ3342|ULHR203H__RNC_FRF_2|UGUJ3342__S_Chowkniayen|3|Huawei|Gujranwala|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
Guj3343|ULHR203H__RNC_FRF_2|UGuj3343__S_Noshehra|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ3344|ULHR203H__RNC_FRF_2|UGUJ3344__S_MuslimTown|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ3346|ULHR203H__RNC_FRF_2|UGUJ3346__S_KachaFatomand|6|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
Guj3348|ULHR203H__RNC_FRF_2|UGuj3348__S_Arafatcolony|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ3349|ULHR203H__RNC_FRF_2|UGUJ3349__S_FreedTown|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ3350|ULHR203H__RNC_FRF_2|UGUJ3350__S_ShahzadTown|6|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ3353|ULHR203H__RNC_FRF_2|UGUJ3353__S_Nigarphatak|3|Huawei|Gujranwala|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ3354|ULHR203H__RNC_FRF_2|UGUJ3354__S_Factoryarea|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
Guj3355|ULHR203H__RNC_FRF_2|UGuj3355__S_MuhallahChahaSarfan|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ3359|ULHR203H__RNC_FRF_2|UGUJ3359__Deltard|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ3360|ULHR203H__RNC_FRF_2|UGUJ3360__S_Khialishahpur|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ3361|ULHR203H__RNC_FRF_2|UGUJ3361__S_Miansansiroad|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
Guj3738|ULHR203H__RNC_FRF_2|UGuj3738__S_Ghaibchowk|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
Guj3740|ULHR203H__RNC_FRF_2|UGuj3740__S_SultanPura|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ3741|ULHR203H__RNC_FRF_2|UGUJ3741__S_SuperAsiaFactory|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ3744|ULHR203H__RNC_FRF_2|UGUJ3744__S_Wblkpeoplesclny|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
Guj3745|ULHR203H__RNC_FRF_2|UGUJ3745__MainMktSatellite|6|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
Guj3746|ULHR203H__RNC_FRF_2|UGuj3746__S_Gulshantown|3|Huawei|Gujranwala|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ3778|ULHR203H__RNC_FRF_2|UGUJ3778__S_HondaSalesCentre|6|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ3803|ULHR203H__RNC_FRF_2|UGUJ3803__S_Usman_Colony|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ3816|ULHR203H__RNC_FRF_2|UGUJ3816__S_Mohallah_Shaheenabad|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ3875|ULHR203H__RNC_FRF_2|UGUJ3875__P_SialkotBypass|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ3885|ULHR203H__RNC_FRF_2|UGUJ3885__S_ArfatColony|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ3945|ULHR203H__RNC_FRF_2|UGUJ3945__S_SethiPlaza|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ4143|ULHR203H__RNC_FRF_2|UGUJ4143__H_Khokharki|6|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ4144|ULHR203H__RNC_FRF_2|UGUJ4144__BBlockSatteliteTown|6|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ4145|ULHR203H__RNC_FRF_2|UGUJ4145__S_XBlkPeoplesColony|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ4147|ULHR203H__RNC_FRF_2|UGUJ4147__S_arywallaRd|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ4178|ULHR203H__RNC_FRF_2|UGUJ4178__S_Mohallah_Zahid|3|Huawei|Gujranwala|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
Guj4649|ULHR203H__RNC_FRF_2|UGuj4649__P_Loyawalabazar|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ4651|ULHR203H__RNC_FRF_2|UGUJ4651__S_Imranclny|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ4652|ULHR203H__RNC_FRF_2|UGUJ4652__S_Azizcolony|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ4654|ULHR203H__RNC_FRF_2|UGUJ4654__S_HaideryMosque|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ4656|ULHR203H__RNC_FRF_2|UGUJ4656__S_BhukhariPlaza|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ4657|ULHR203H__RNC_FRF_2|UGUJ4657__S_Gulshanpark|6|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ4658|ULHR203H__RNC_FRF_2|UGUJ4658__S_Peoplesclnychowk|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
Guj4659|ULHR203H__RNC_FRF_2|UGuj4659__S_Galiamandisansi|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
Guj4661|ULHR203H__RNC_FRF_2|UGuj4661__S_angniwalabypass|3|Huawei|Gujranwala|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ4662|ULHR203H__RNC_FRF_2|UGUJ4662__S_KhyaliBypass|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ8233|ULHR203H__RNC_FRF_2|UGUJ8233__S_Thirty_Feet_Bazar_WP|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ8921|ULHR203H__RNC_FRF_2|UGUJ8921__S_princeCinema|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ8939|ULHR203H__RNC_FRF_2|UGUJ8939__S_SiddiqSadidhosp|3|Huawei|Gujranwala|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ8945|ULHR203H__RNC_FRF_2|UGUJ8945__S_WahdatColony|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ9730|ULHR203H__RNC_FRF_2|UGUJ9730__P_MozaMaufiwalaGujnwla|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ9733|ULHR203H__RNC_FRF_2|UGUJ9733__P_SamnabadGuranwala|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ9809|ULHR203H__RNC_FRF_2|UGUJ9809__S_PeopleColonyS2|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ9843|ULHR203H__RNC_FRF_2|UGUJ9843__S_MohallaIsbGuran|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ9849|ULHR203H__RNC_FRF_2|UGUJ9849__P_Mohallah_Qadri|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ9878|ULHR203H__RNC_FRF_2|UGUJ9878__OppSocialSecurityHospital|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ9888|ULHR203H__RNC_FRF_2|UGUJ9888__S_TalibPark|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ9942|ULHR203H__RNC_FRF_2|UGUJ9942__S_JamiaHanifa|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|76|Central-I
GUJ9949|ULHR203H__RNC_FRF_2|UGUJ9949__S_Urdu_Bazar|3|Huawei|Gujranwala|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ9995|ULHR203H__RNC_FRF_2|UGUJ9995__S_Bank_Colony|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
GUJ9999|ULHR203H__RNC_FRF_2|UGUJ9999__P_Mohalla_Islam_Pura|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|8|44|Central-I
HGW0451|UKHI401HUW__RNC_BARQ_1|UHGW0451_Malir_Cantt|3|Huawei|KARACHI|Huawei OMC|Platinum|Platinum|Macro|South|South I|South 1|Ericsson|R2|35|60|South
HGW0851|#N/A|#N/A|3|Huawei|KARACHI|Ericsson OMC|Silver|Silver|Macro|South|South I|South 1|Ericsson|R2|36|61|South
HGW5098|UKHI401HUW__RNC_BARQ_1|UHGW5098_Port_Qasim_Trade_Cntr|3|Huawei|KARACHI|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Ericsson|R2|35|60|South
HGW5201|UKHI401HUW__RNC_BARQ_1|UHGW5201_WT_DOHS_P1_Malir_Cant|3|Huawei|KARACHI|Huawei OMC|Platinum|Platinum|Macro|South|South I|South 1|Ericsson|R2|35|60|South
HGW5223|UKHI401HUW__RNC_BARQ_1|UHGW5223_WT_DOHS_P2_Malir_Cant|3|Huawei|KARACHI|Huawei OMC|Platinum|Platinum|Macro|South|South I|South 1|Ericsson|R2|35|60|South
HGW5270|UKHI401HUW__RNC_BARQ_1|UHGW5270_Fast_Uni_Shah_Latif|3|Huawei|KARACHI|Huawei OMC|Platinum|Platinum|Macro|South|South I|South 1|Ericsson|R2|35|60|South
HGW6761|UKHI401HUW__RNC_BARQ_1|UHGW6761_Eidu Goth |3|Huawei|KARACHI|Huawei OMC|Platinum|Platinum|Macro|South|South I|South 1|Ericsson|R2|35|60|South
HGW6830|UKHI401HUW__RNC_BARQ_1|UHGW6830_BioTech_PQ|3|Huawei|KARACHI|Huawei OMC|Silver|Silver|Macro|South|South I|South 1|Ericsson|R2|35|60|South
HUB5038|#N/A|#N/A|3|Huawei|HUB|Huawei OMC|Platinum|Platinum|Macro|South|South I|South 1|Ericsson|R2|38|58|South
HWY0012|"
ULHR201H__RNC_FRF_1"|UHWY0012__BhaiPheru|3|Huawei|Kasur/Pattoki|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 1|Huawei|R1|3|20|Central-I
HWY0634|"
ULHR201H__RNC_FRF_1"|UHWY0634__BataMultan|3|Huawei|Kasur/Pattoki|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|3|20|Central-I
HWY0765|"
ULHR201H__RNC_FRF_1"|UHWY0765__ShamkayBhattian|3|Huawei|Kasur/Pattoki|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|3|20|Central-I
HWY0810|UFSD212E_RNC_ZIATWN_1|HWY0810|3|Ericsson|Faisalabad|Ericsson OMC|Hub|Hub|Macro|Center II|Center II|Central 2|Ericsson|R2|21|26|Central-II
HWY1887|ISB200H__RNC_I-10 Building ISB_1|UHWY1887__S_AliPurFarash|3|Huawei|HIGHWAY|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|Huawei|R1|13|3|North
HWY3226|ULHR204H__RNC_FRF_3|UHWY3226__MasjidWaliQaati|3|Huawei|Lahore|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|5|15|Central-I
HWY3488|"
ULHR201H__RNC_FRF_1"|UHWY3488__S_8KMMulatanRoad|3|Huawei|Rawind|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|3|16|Central-I
HWY3779|"
ULHR201H__RNC_FRF_1"|UHWY3779__KambohColony|3|Huawei|Rawind|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Huawei|R1|3|16|Central-I
HWY4024|"
ULHR201H__RNC_FRF_1"|UHWY4024__LHRChotaMohenWal|3|Huawei|Rawind|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|3|16|Central-I
HWY4146|ULHR203H__RNC_FRF_2|UHWY4146__S_GillBuilding|3|Huawei|Gujranwala|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 4|Huawei|R1|9|76|Central-I
HWY7240|UFSD212E_RNC_ZIATWN_1|HWY7240|3|Ericsson|Sargodha|Ericsson OMC|Platinum|Platinum|Macro|Center II|Center II|Central 2|Ericsson|R2|20|31|Central-II
HWY7728|UFSD212E_RNC_ZIATWN_1|HWY7728|3|Ericsson|Sargodha|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|Ericsson|R2|20|31|Central-II
HWY8983|"
ULHR201H__RNC_FRF_1"|UHWY8983__PakkaMeelstopMltRd|3|Huawei|Rawind|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|3|16|Central-I
HWY9724|ULHR203H__RNC_FRF_2|UHWY9724__P_Islampura|3|Huawei|Sheikhupura|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|7|23|Central-I
HWY9792|"
ULHR201H__RNC_FRF_1"|UHWY9792__P_Bilal_Colony|3|Huawei|Rawind|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 1|Huawei|R1|3|16|Central-I
HYD0063|UKHI401HUW__RNC_BARQ_1|UHYD0063_City_Market_Tower|3|Huawei|HYDERABAD|Huawei OMC|Hub|Hub|Macro|South|South I|South 4|Ericsson|R2|34|74|South
